 Vendor,Fund,Check #,Date,Amount
SCOTT'S PPE RECON INC,GENERAL FUND,579139,2026-04-02T00:00:00.000,3221.10
SCOTT'S PPE RECON INC,GENERAL FUND,579139,2026-04-02T00:00:00.000,3224.83
"I-505 TRUCK REPAIR, LLC",CENTRAL FUEL STATION/GARAGE,579192,2026-04-02T00:00:00.000,1110.07
"I-505 TRUCK REPAIR, LLC",CENTRAL FUEL STATION/GARAGE,579192,2026-04-02T00:00:00.000,26514.83
"MEEDER PUBLIC FUNDS, INC",GENERAL FUND,579208,2026-04-02T00:00:00.000,7000.00
COAST COUNTIES TRUCK & EQUIPMENT CO,CENTRAL FUEL STATION/GARAGE,579181,2026-04-02T00:00:00.000,325.51
COAST COUNTIES TRUCK & EQUIPMENT CO,CENTRAL FUEL STATION/GARAGE,579181,2026-04-02T00:00:00.000,259.44
COAST COUNTIES TRUCK & EQUIPMENT CO,CENTRAL FUEL STATION/GARAGE,579181,2026-04-02T00:00:00.000,128.35
COAST COUNTIES TRUCK & EQUIPMENT CO,CENTRAL FUEL STATION/GARAGE,579181,2026-04-02T00:00:00.000,221.87
COAST COUNTIES TRUCK & EQUIPMENT CO,CENTRAL FUEL STATION/GARAGE,579181,2026-04-02T00:00:00.000,119.53
NFI.PARTS,CENTRAL FUEL STATION/GARAGE,579126,2026-04-02T00:00:00.000,44.25
"GOLDEN STATE EMERGENCY VEHICLE SERVICE, INC.",CENTRAL FUEL STATION/GARAGE,579189,2026-04-02T00:00:00.000,403.01
"GOLDEN STATE EMERGENCY VEHICLE SERVICE, INC.",CENTRAL FUEL STATION/GARAGE,579189,2026-04-02T00:00:00.000,1931.62
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,181.43
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,112.51
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,360.55
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,187.95
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,83.24
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,1728.20
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,133.42
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,1797.12
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,190.68
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,154.29
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,685.33
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,340.55
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,649.42
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,230.78
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,549.30
RON DU PRATT FORD,CENTRAL FUEL STATION/GARAGE,579134,2026-04-02T00:00:00.000,463.04
"SOLANO, COUNTY OF",GENERAL FUND,579230,2026-04-02T00:00:00.000,420.00
"SAFETY-KLEEN SYSTEMS, INC.",CENTRAL FUEL STATION/GARAGE,579138,2026-04-02T00:00:00.000,729.74
"RICOH USA, INC.",PRINTER & PRINTER REPLACEMENT,579225,2026-04-02T00:00:00.000,972.00
CAPITOL CLUTCH & BRAKE INC,CENTRAL FUEL STATION/GARAGE,579106,2026-04-02T00:00:00.000,36.98
ROBERT HALF INC.,GENERAL FUND,579226,2026-04-02T00:00:00.000,958.24
ROBERT HALF INC.,GENERAL FUND,579226,2026-04-02T00:00:00.000,1916.48
ROBERT HALF INC.,GENERAL FUND,579226,2026-04-02T00:00:00.000,2395.60
WEST PUBLISHING CORPORATION,GENERAL FUND,579236,2026-04-02T00:00:00.000,2175.61
UTILITY BILLING REFUND ONE TIME PAY,WATER - OPERATIONS,579244,2026-04-02T00:00:00.000,1026.74
UTILITY BILLING REFUND ONE TIME PAY,GENERAL FUND,579240,2026-04-02T00:00:00.000,4.20
JOHN A WILKERSON,COMMUNITY DEVELOPMENT,579117,2026-04-02T00:00:00.000,80.00
NOEL VARGAS,COMMUNITY DEVELOPMENT,579212,2026-04-02T00:00:00.000,80.00
SELF INSURED SERVICES COMPANY,PAYROLL TRUST,579103,2026-04-02T00:00:00.000,20378.44
P & A ADMINISTRATIVE SERVICES INC.,PAYROLL TRUST,579127,2026-04-02T00:00:00.000,436.87
P & A ADMINISTRATIVE SERVICES INC.,PAYROLL TRUST,579127,2026-04-02T00:00:00.000,2182.14
INNOVATIVE CLAIM SOLUTIONS INC,WORKERS COMPENSATION INSURANCE,579194,2026-04-02T00:00:00.000,12698.42
BOLT STAFFING SERVICES INC,GENERAL FUND,579105,2026-04-02T00:00:00.000,642.40
BOLT STAFFING SERVICES INC,GENERAL FUND,579105,2026-04-02T00:00:00.000,592.22
"CALIFORNIA, STATE OF SWRCB WATER RESOURCE BRD",SEWER - OPERATIONS,579173,2026-04-02T00:00:00.000,50.00
TYCO TECHNOLOGY GMBH,SEWER - OPERATIONS,579196,2026-04-02T00:00:00.000,10026.75
"UNDERGROUND REPUBLIC WATER WORKS, INC.",WATER - OPERATIONS,579145,2026-04-02T00:00:00.000,4662.89
"BACKFLOW APPARATUS & VALVE CO., INC",WATER - OPERATIONS,579167,2026-04-02T00:00:00.000,1191.71
"HEIMBURGER & COMPANY, INC",SEWER - OPERATIONS,579113,2026-04-02T00:00:00.000,9053.80
PLATT ELECTRIC SUPPLY,SEWER - OPERATIONS,579215,2026-04-02T00:00:00.000,41.74
PLATT ELECTRIC SUPPLY,SEWER - OPERATIONS,579215,2026-04-02T00:00:00.000,52.51
THATCHER COMPANY OF CALIFORNIA,SEWER - OPERATIONS,579235,2026-04-02T00:00:00.000,15143.60
THATCHER COMPANY OF CALIFORNIA,SEWER - OPERATIONS,579235,2026-04-02T00:00:00.000,15155.11
THATCHER COMPANY OF CALIFORNIA,SEWER - OPERATIONS,579235,2026-04-02T00:00:00.000,16087.08
"RS AMERICAS, INC.",SEWER - OPERATIONS,579136,2026-04-02T00:00:00.000,2164.06
SYAR INDUSTRIES INC,WATER - OPERATIONS,579234,2026-04-02T00:00:00.000,2892.96
SYAR INDUSTRIES INC,WATER - OPERATIONS,579234,2026-04-02T00:00:00.000,2178.48
SYAR INDUSTRIES INC,WATER - OPERATIONS,579234,2026-04-02T00:00:00.000,3623.25
MCMASTER-CARR SUPPLY CO,SEWER - OPERATIONS,579122,2026-04-02T00:00:00.000,88.21
MCMASTER-CARR SUPPLY CO,SEWER - OPERATIONS,579122,2026-04-02T00:00:00.000,241.45
MCMASTER-CARR SUPPLY CO,SEWER - OPERATIONS,579122,2026-04-02T00:00:00.000,164.46
MCMASTER-CARR SUPPLY CO,SEWER - OPERATIONS,579122,2026-04-02T00:00:00.000,93.82
LUHDORFF & SCALMANINI CONSULTING ENGINEERS INC,WATER - UTILITY CIP MASTER,579204,2026-04-02T00:00:00.000,985.00
HACH COMPANY,SEWER - CIP MASTER FUND,579112,2026-04-02T00:00:00.000,4685.59
TURBO DATA SYSTEMS INC,GENERAL FUND,579144,2026-04-02T00:00:00.000,776.45
CRANETECH USA INC.,SEWER - OPERATIONS,578794,2026-03-19T00:00:00.000,1925.00
CRANETECH USA INC.,WATER - OPERATIONS,578794,2026-03-19T00:00:00.000,1470.00
SONSRAY MACHINERY LLC,GENERAL FUND,579232,2025-12-04T00:00:00.000,2710.44
PCARD ONE TIME PAY,POOLED CASH FUND,0,2026-03-31T00:00:00.000,-124.19
PCARD ONE TIME PAY,GENERAL FUND - MEASURE M,0,2026-03-31T00:00:00.000,124.19
PCARD ONE TIME PAY,GENERAL FUND,0,2026-03-31T00:00:00.000,-124.19
PCARD ONE TIME PAY,POOLED CASH FUND,0,2026-03-31T00:00:00.000,124.19
"AM SIGNAL, LLC",GENERAL FUND,577496,2026-03-31T00:00:00.000,-26224.47
"AM SIGNAL, LLC",POOLED CASH FUND,577496,2026-03-31T00:00:00.000,26224.47
"AM SIGNAL, LLC",POOLED CASH FUND,577496,2026-03-31T00:00:00.000,-26224.47
"AM SIGNAL, LLC",GENERAL FUND,577496,2026-03-31T00:00:00.000,26224.47
IM ENTERPRISING INC,KAISER PERMANENTE SHHFP,576772,2025-12-04T00:00:00.000,750.00
IM ENTERPRISING INC,GENERAL FUND - MEASURE M,576771,2025-12-04T00:00:00.000,200.00
HULA GIRL ENTERTAINMENT,GENERAL FUND,579097,2026-03-26T00:00:00.000,800.00
SEVENTH CHANCE INC,GENERAL FUND,579098,2026-03-26T00:00:00.000,10300.00
MICHELLE HENNING,GENERAL FUND,579094,2026-03-26T00:00:00.000,500.00
TONZEL PRINCE,GENERAL FUND,579095,2026-03-26T00:00:00.000,1507.20
TORI BUSTO,GENERAL FUND,579099,2026-03-26T00:00:00.000,302.40
LINDA DOGUE HOLLIMAN,GENERAL FUND,579093,2026-03-26T00:00:00.000,66.00
QUINTON R MENDOZA,GENERAL FUND,579090,2026-03-26T00:00:00.000,1553.50
COMCAST CABLE COMMUNICATIONS,GENERAL FUND,579096,2026-03-26T00:00:00.000,330.08
PG&E,WATER - UTILITY CIP MASTER,578993,2026-03-26T00:00:00.000,14653.07
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,1457.33
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,478.41
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,491.31
SOLANO IRRIGATION DISTRICT,GENERAL FUND,579075,2026-03-26T00:00:00.000,928.20
SOLANO IRRIGATION DISTRICT,TRANST - GENERAL SERVICES,579075,2026-03-26T00:00:00.000,351.24
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,298.35
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,482.28
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,478.41
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,304.80
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,324.48
SOLANO IRRIGATION DISTRICT,DB - VACA VALLEY BUSINESS PARK,579075,2026-03-26T00:00:00.000,446.06
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,416.48
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,366.29
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,417.16
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,419.20
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,395.19
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,383.63
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,424.98
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,366.29
SOLANO IRRIGATION DISTRICT,NP - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,534.25
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,386.69
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,369.35
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,326.18
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,366.29
SOLANO IRRIGATION DISTRICT,SBL - NORTH VILLAGE,579075,2026-03-26T00:00:00.000,480.87
SOLANO IRRIGATION DISTRICT,SBL - NUT TREE,579075,2026-03-26T00:00:00.000,380.18
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,478.41
SOLANO IRRIGATION DISTRICT,SBL - ALLISON/ULATIS,579075,2026-03-26T00:00:00.000,378.33
SOLANO IRRIGATION DISTRICT,GENERAL FUND,579075,2026-03-26T00:00:00.000,319.80
SOLANO IRRIGATION DISTRICT,SBL - NUT TREE,579075,2026-03-26T00:00:00.000,319.80
SOLANO IRRIGATION DISTRICT,GENERAL FUND,579075,2026-03-26T00:00:00.000,400.64
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,139.83
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,139.14
PG&E,WATER - OPERATIONS,578992,2026-03-26T00:00:00.000,2559.69
PG&E,WATER - OPERATIONS,578992,2026-03-26T00:00:00.000,680.05
PG&E,AMERICAN RESCUE PLAN ACT 2021,578992,2026-03-26T00:00:00.000,273.48
PG&E,LT - CHEYENNE,578992,2026-03-26T00:00:00.000,121.86
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,210.80
PG&E,SBL - NORTH VILLAGE,578992,2026-03-26T00:00:00.000,92.97
PG&E,WATER - OPERATIONS,578992,2026-03-26T00:00:00.000,13817.67
PG&E,SEWER - OPERATIONS,578992,2026-03-26T00:00:00.000,119570.99
PG&E,SEWER - OPERATIONS,578992,2026-03-26T00:00:00.000,8598.61
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,6927.09
PG&E,NP - WILLOWS GRAMMERCY,578992,2026-03-26T00:00:00.000,15.25
PG&E,WATER - OPERATIONS,578992,2026-03-26T00:00:00.000,99.09
PG&E,SBL-FAIRMNT BEELRD-VLLGE HILLS,578992,2026-03-26T00:00:00.000,13.11
PG&E,SBL - STONEGATE,578992,2026-03-26T00:00:00.000,48.55
PG&E,SBL - LAUREL WOODS,578992,2026-03-26T00:00:00.000,14.88
PG&E,LT - AUTO MALL,578992,2026-03-26T00:00:00.000,74.40
PG&E,LT - NUT TREE PROJECT,578992,2026-03-26T00:00:00.000,691.07
PG&E,TRANST - GENERAL SERVICES,578992,2026-03-26T00:00:00.000,26.28
PG&E,LT - VACAVILLE BUSINESS PARK,578992,2026-03-26T00:00:00.000,108.33
PG&E,SBL - BROWNS VALLEY,578992,2026-03-26T00:00:00.000,12.44
PG&E,LT - ALLISON/ULATIS,578992,2026-03-26T00:00:00.000,1738.97
PG&E,NP - TROWER,578992,2026-03-26T00:00:00.000,33.23
PG&E,LT - ROYAL CATHAY,578992,2026-03-26T00:00:00.000,49.25
PG&E,SBL - VENTANA,578992,2026-03-26T00:00:00.000,15.71
PG&E,LT - INTERCHANGE,578992,2026-03-26T00:00:00.000,246.23
PG&E,SEWER - OPERATIONS,578992,2026-03-26T00:00:00.000,9700.10
PG&E,WATER - OPERATIONS,578992,2026-03-26T00:00:00.000,14486.46
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,18.24
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,144.43
PG&E,ENGINEERING SERVICES,578992,2026-03-26T00:00:00.000,85.17
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,37.13
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,26.14
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,55.66
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,37.13
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,54.88
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,53.15
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,3715.59
PG&E,COMMUNITY DEVELOPMENT,578992,2026-03-26T00:00:00.000,286.24
PG&E,COMMUNITY DEVELOPMENT,578992,2026-03-26T00:00:00.000,148.41
PG&E,COMMUNITY DEVELOPMENT,578992,2026-03-26T00:00:00.000,928.70
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,276.09
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,323.85
PG&E,LT - HAMPTON PARK,578992,2026-03-26T00:00:00.000,86.95
PG&E,LT - NORTH VILLAGE,578992,2026-03-26T00:00:00.000,52.70
PG&E,LT - NORTH VILLAGE,578992,2026-03-26T00:00:00.000,535.86
PG&E,LT - NORTH VILLAGE,578992,2026-03-26T00:00:00.000,285.79
PG&E,CDBG GRANT - ENTITLEMENT,578992,2026-03-26T00:00:00.000,121.91
PG&E,CDBG GRANT - ENTITLEMENT,578992,2026-03-26T00:00:00.000,468.75
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,10.52
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,111.65
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,240.79
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,961.06
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,5886.95
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,720.71
PG&E,ENGINEERING SERVICES,578992,2026-03-26T00:00:00.000,1561.74
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,720.74
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,961.17
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,961.11
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,561.37
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,10.52
PG&E,NP - PADAN,578992,2026-03-26T00:00:00.000,13.47
PG&E,NP - FAIRMONT BEELARD,578992,2026-03-26T00:00:00.000,107.95
PG&E,NP - FAIRMONT BEELARD,578992,2026-03-26T00:00:00.000,12.24
PG&E,NP - FAIRMONT BEELARD,578992,2026-03-26T00:00:00.000,10.51
PG&E,NP - FAIRMONT BEELARD,578992,2026-03-26T00:00:00.000,13.48
PG&E,LT - ORANGE DRIVE,578992,2026-03-26T00:00:00.000,445.82
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,861.45
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,432.49
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,81.06
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,10.73
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,24.64
PG&E,CENTRAL FUEL STATION/GARAGE,578992,2026-03-26T00:00:00.000,10323.33
PG&E,SBL - SKYVIEW,578992,2026-03-26T00:00:00.000,11.90
PG&E,SBL - COUNTRYWOOD,578992,2026-03-26T00:00:00.000,10.52
PG&E,NP - COOPER SCHOOL,578992,2026-03-26T00:00:00.000,69.31
PG&E,WATER - OPERATIONS,578992,2026-03-26T00:00:00.000,781.07
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,117.85
PG&E,NP - GENTRY MEADOWLANDS,578992,2026-03-26T00:00:00.000,217.78
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,5721.49
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,293.67
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,229.82
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,3483.79
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,73.79
PG&E,SBL - GENTRY MEADOWLANDS,578992,2026-03-26T00:00:00.000,76.50
PG&E,NP - HAWKINS,578992,2026-03-26T00:00:00.000,67.39
PG&E,SEWER - OPERATIONS,578992,2026-03-26T00:00:00.000,1091.03
PG&E,NP - STONEGATE,578992,2026-03-26T00:00:00.000,80.63
PG&E,NP - RIDGEVIEW,578992,2026-03-26T00:00:00.000,168.00
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,1225.97
PG&E,SBL - SOUTHTOWN,578992,2026-03-26T00:00:00.000,14.89
PG&E,SBL - SOUTHTOWN,578992,2026-03-26T00:00:00.000,14.72
PG&E,SBL - SOUTHTOWN,578992,2026-03-26T00:00:00.000,14.91
PG&E,SBL - SOUTHTOWN,578992,2026-03-26T00:00:00.000,14.99
PG&E,SBL - BRIGHTON LANDING,578992,2026-03-26T00:00:00.000,15.40
PG&E,LT - COSTCO,578992,2026-03-26T00:00:00.000,139.53
PG&E,NP - BRIGHTON LANDING,578992,2026-03-26T00:00:00.000,43.82
PG&E,NP - SOUTHWOOD,578992,2026-03-26T00:00:00.000,173.26
PG&E,NP - SOUTHWOOD,578992,2026-03-26T00:00:00.000,13.11
PG&E,SBL - COOPER STATION BUFFER,578992,2026-03-26T00:00:00.000,10.51
PG&E,LT - ORANGE DRIVE,578992,2026-03-26T00:00:00.000,13.15
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,10.52
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,125.90
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,100.82
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,106.09
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,95.03
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,674.90
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,134.20
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,22.65
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,8.11
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,15.34
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,8.11
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,109.00
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,19.92
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,319.45
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,127.19
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,53.48
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,214.36
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,65.30
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,160.04
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,144.62
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,92.42
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,233.14
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,21.89
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,134.14
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,37.48
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,71.12
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,314.53
PG&E,SBL - SOUTHTOWN,578992,2026-03-26T00:00:00.000,19.20
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,7443.75
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,26.28
PG&E,GENERAL FUND,578992,2026-03-26T00:00:00.000,480.97
PG&E,SEWER - OPERATIONS,578992,2026-03-26T00:00:00.000,1243.20
PG&E,GENERAL FUND,578992,2026-02-28T00:00:00.000,-245.41
PG&E,GENERAL FUND,578992,2026-02-28T00:00:00.000,-2208.70
PG&E,GENERAL FUND,578992,2026-02-28T00:00:00.000,1828.74
VACAVILLE PEOPLE'S FORUM,GENERAL FUND - MEASURE M,579085,2026-03-26T00:00:00.000,1500.00
VACAVILLE PEOPLE'S FORUM,GENERAL FUND - MEASURE M,579085,2026-03-26T00:00:00.000,2000.00
VACAVILLE PEOPLE'S FORUM,GENERAL FUND - MEASURE M,579085,2026-03-26T00:00:00.000,1500.00
VACAVILLE PEOPLE'S FORUM,GENERAL FUND - MEASURE M,579085,2026-03-26T00:00:00.000,1000.00
YOLO-SOLANO AIR QUALITY MGMT,PD MISC. GRANTS,579089,2026-03-26T00:00:00.000,328.05
NORTHBAY HEALTH MEDICAL FOUNDATION,SEWER - OPERATIONS,579062,2026-03-26T00:00:00.000,260.00
FFP FUND VIII CEI PARTNERSHIP LLC,SEWER - OPERATIONS,579041,2026-03-26T00:00:00.000,3705.82
CONCO WEST INC,WATER - UTILITY CIP MASTER,579028,2026-03-26T00:00:00.000,37762.50
GEOGRAPHIC TECHNOLOGIES GROUP INC,SEWER - CIP MASTER FUND,579045,2026-03-26T00:00:00.000,10202.00
MICHAEL K NUNLEY & ASSOCIATES INC,WATER - OPERATIONS,579059,2026-03-26T00:00:00.000,5184.00
"UNDERGROUND REPUBLIC WATER WORKS, INC.",WATER - OPERATIONS,578996,2026-03-26T00:00:00.000,8758.13
"HEIMBURGER & COMPANY, INC",SEWER - OPERATIONS,578975,2026-03-26T00:00:00.000,8979.18
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,157.66
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,157.66
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,161.07
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,93.65
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,93.65
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,157.00
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,157.00
"VESTIS GROUP, INC.",WATER - OPERATIONS,578999,2026-03-26T00:00:00.000,77.50
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,114.46
"VESTIS GROUP, INC.",WATER - OPERATIONS,578999,2026-03-26T00:00:00.000,77.50
"VESTIS GROUP, INC.",WATER - OPERATIONS,578999,2026-03-26T00:00:00.000,77.50
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,157.00
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,93.65
"VESTIS GROUP, INC.",SEWER - OPERATIONS,578999,2026-03-26T00:00:00.000,157.66
PLATT ELECTRIC SUPPLY,WATER - UTILITY CIP MASTER,579068,2026-03-26T00:00:00.000,195.70
PLATT ELECTRIC SUPPLY,SEWER - OPERATIONS,579068,2026-03-26T00:00:00.000,138.22
PLATT ELECTRIC SUPPLY,SEWER - OPERATIONS,579068,2026-03-26T00:00:00.000,79.53
CALMAT CO.,WATER - OPERATIONS,579086,2026-03-26T00:00:00.000,1330.30
APGN INC.,SEWER - OPERATIONS,579014,2026-03-26T00:00:00.000,1286.13
APGN INC.,SEWER - OPERATIONS,579014,2026-03-26T00:00:00.000,8855.44
THATCHER COMPANY OF CALIFORNIA,SEWER - OPERATIONS,579081,2026-03-26T00:00:00.000,16481.61
THATCHER COMPANY OF CALIFORNIA,SEWER - OPERATIONS,579081,2026-03-26T00:00:00.000,16083.78
GRILL BROTHERS PARTNERSHIP,SEWER - OPERATIONS,579004,2026-03-26T00:00:00.000,2229.85
WEST YOST & ASSOCIATES,SEWER - CIP MASTER FUND,579001,2026-03-26T00:00:00.000,16652.79
WEST YOST & ASSOCIATES,WATER - UTILITY CIP MASTER,579001,2026-03-26T00:00:00.000,58462.82
WEST YOST & ASSOCIATES,SEWER - OPERATIONS,579001,2026-03-26T00:00:00.000,5834.24
WEST YOST & ASSOCIATES,SEWER - OPERATIONS,579001,2026-03-26T00:00:00.000,4680.43
